id,run_time,pipeline_run_id,symbol,scan_id,live_dqs,live_side,live_strategy,live_session,live_tech_raw,live_struct_raw,live_ctx_raw,live_decision,shadow_dqs_empirical,shadow_dqs_delta,shadow_kelly_mult,shadow_kelly_vetoed,shadow_crowded,shadow_crowd_penalty,shadow_cascade_vetoed,shadow_cascade_reason,shadow_crowd_vetoed,shadow_crowd_ls_ratio,shadow_dqs85_vetoed,shadow_decision,shadow_dqs_final,shadow_position_mult,data_quality_score,data_quality_gated,breakdown,actual_pnl,actual_outcome,resolved_at
1206,2026-07-19 07:28:53.23258,2026-07-19T07:28:53.232580+00:00,SOLUSDT,98326a1d-65a2-4cf9-aed8-6baedc831fb2,66.13,LONG,trend_following,london,23.50,71.25,95.00,APPROVED,44.37,-21.76,0.23,f,f,0.00,f,,f,,f,REDUCED,66.13,0.23,90.67,f,"{""kelly"": {""mult"": 0.23, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 90.67, ""outlier"": 100.0, ""freshness"": 76.66, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
1207,2026-07-19 07:34:00.315615,2026-07-19T07:34:00.315615+00:00,SOLUSDT,6b9993a1-930b-4c6e-bb8d-0dcc6024481f,66.13,LONG,trend_following,london,23.50,71.25,95.00,APPROVED,44.37,-21.76,0.23,f,f,0.00,f,,f,,f,REDUCED,66.13,0.23,87.25,f,"{""kelly"": {""mult"": 0.23, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 87.25, ""outlier"": 100.0, ""freshness"": 68.14, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
1208,2026-07-19 07:39:07.298804,2026-07-19T07:39:07.298804+00:00,SOLUSDT,f190dcc1-322c-44c0-9640-92e0707253e3,66.13,LONG,trend_following,london,23.50,71.25,95.00,APPROVED,44.37,-21.76,0.23,f,f,0.00,f,,f,,f,REDUCED,66.13,0.23,83.85,f,"{""kelly"": {""mult"": 0.23, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 83.85, ""outlier"": 100.0, ""freshness"": 59.63, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
1209,2026-07-19 07:44:13.622716,2026-07-19T07:44:13.622716+00:00,SOLUSDT,4d9b57b2-cdad-45ce-96a1-16a4535edd8f,66.13,LONG,trend_following,london,23.50,71.25,95.00,APPROVED,44.37,-21.76,0.23,f,f,0.00,f,,f,,f,REDUCED,66.13,0.23,80.44,f,"{""kelly"": {""mult"": 0.23, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 80.44, ""outlier"": 100.0, ""freshness"": 51.1, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
1211,2026-07-19 07:54:26.634939,2026-07-19T07:54:26.634939+00:00,BNBUSDT,41d95049-3f8c-40a1-9a09-fda9ac2d3d83,61.95,LONG,trend_following,london,74.50,69.50,62.50,APPROVED,63.31,1.36,1.00,f,f,0.00,f,,f,,f,SAME,61.95,1.00,83.64,f,"{""kelly"": {""mult"": 1.0, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 83.64, ""outlier"": 100.0, ""freshness"": 59.1, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",-8.63,f,2026-07-19 09:26:45.039984
1212,2026-07-19 07:59:33.553646,2026-07-19T07:59:33.553646+00:00,BNBUSDT,1850639d-ee86-4df1-ba6f-fcb4f686ca58,61.95,LONG,trend_following,london,74.50,69.50,62.50,APPROVED,63.31,1.36,1.00,f,f,0.00,f,,f,,f,SAME,61.95,1.00,80.21,f,"{""kelly"": {""mult"": 1.0, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 80.21, ""outlier"": 100.0, ""freshness"": 50.53, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",-8.63,f,2026-07-19 09:31:54.34834
1213,2026-07-19 08:50:50.344031,2026-07-19T08:50:50.344031+00:00,SOLUSDT,48b252d2-00f2-4e1d-8110-cada6b8de5df,67.24,LONG,trend_following,london,30.50,65.00,95.00,APPROVED,49.98,-17.26,0.23,f,f,0.00,f,,f,,f,REDUCED,67.24,0.23,86.02,f,"{""kelly"": {""mult"": 0.23, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 86.02, ""outlier"": 100.0, ""freshness"": 65.05, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
1214,2026-07-19 08:55:58.360318,2026-07-19T08:55:58.360318+00:00,SOLUSDT,ceb37b09-748e-44b0-aca4-91b2907b7056,67.24,LONG,trend_following,london,30.50,65.00,95.00,APPROVED,49.98,-17.26,0.23,f,f,0.00,f,,f,,f,REDUCED,67.24,0.23,82.61,f,"{""kelly"": {""mult"": 0.23, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 82.61, ""outlier"": 100.0, ""freshness"": 56.51, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
1215,2026-07-19 09:01:05.686438,2026-07-19T09:01:05.686438+00:00,SOLUSDT,1c30068e-16c5-4250-b13d-1d6a8bd8641e,67.24,LONG,trend_following,london,30.50,65.00,95.00,APPROVED,49.98,-17.26,0.23,f,f,0.00,f,,f,,f,REDUCED,67.24,0.23,79.18,f,"{""kelly"": {""mult"": 0.23, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 79.18, ""outlier"": 100.0, ""freshness"": 47.96, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
1216,2026-07-19 09:06:13.741607,2026-07-19T09:06:13.741607+00:00,SOLUSDT,feca2194-3784-493f-ae69-d40ad4b5d6d8,67.24,LONG,trend_following,london,30.50,65.00,95.00,APPROVED,49.98,-17.26,0.23,f,f,0.00,f,,f,,f,REDUCED,67.24,0.23,75.77,f,"{""kelly"": {""mult"": 0.23, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 75.77, ""outlier"": 100.0, ""freshness"": 39.42, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
1217,2026-07-19 09:11:20.86089,2026-07-19T09:11:20.860890+00:00,SOLUSDT,25f6f5dd-a00e-4e15-814c-dd1d163510a5,53.44,LONG,trend_following,london,30.50,60.00,95.00,APPROVED,37.56,-15.88,0.50,f,f,0.00,f,,f,,f,REDUCED,53.44,0.50,92.36,f,"{""kelly"": {""mult"": 0.5, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 92.36, ""outlier"": 100.0, ""freshness"": 80.89, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
1218,2026-07-19 09:16:28.211504,2026-07-19T09:16:28.211504+00:00,SOLUSDT,a6c37dac-14c9-4295-accb-f872bd98fcf2,53.44,LONG,trend_following,london,30.50,60.00,95.00,APPROVED,37.56,-15.88,0.50,f,f,0.00,f,,f,,f,REDUCED,53.44,0.50,88.93,f,"{""kelly"": {""mult"": 0.5, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 88.93, ""outlier"": 100.0, ""freshness"": 72.33, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
1210,2026-07-19 07:49:20.445413,2026-07-19T07:49:20.445413+00:00,BNBUSDT,8b281271-d608-48cb-b652-fbf4b4eecc11,61.95,LONG,trend_following,london,74.50,69.50,62.50,APPROVED,63.31,1.36,1.00,f,f,0.00,f,,f,,f,SAME,61.95,1.00,87.04,f,"{""kelly"": {""mult"": 1.0, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 87.04, ""outlier"": 100.0, ""freshness"": 67.6, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",-8.63,f,2026-07-19 09:21:38.178224
1219,2026-07-19 09:21:36.132079,2026-07-19T09:21:36.132079+00:00,SOLUSDT,86583a5b-d4a6-4ae6-9ff4-59f61040c032,53.44,LONG,trend_following,london,30.50,60.00,95.00,APPROVED,37.56,-15.88,0.50,f,f,0.00,f,,f,,f,REDUCED,53.44,0.50,85.53,f,"{""kelly"": {""mult"": 0.5, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 85.53, ""outlier"": 100.0, ""freshness"": 63.82, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
1220,2026-07-19 09:26:42.697604,2026-07-19T09:26:42.697604+00:00,SOLUSDT,fdb818db-bdf1-47e8-9fee-acc0bb1238ac,53.44,LONG,trend_following,london,30.50,60.00,95.00,APPROVED,37.56,-15.88,0.50,f,f,0.00,f,,f,,f,REDUCED,53.44,0.50,82.12,f,"{""kelly"": {""mult"": 0.5, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 82.12, ""outlier"": 100.0, ""freshness"": 55.29, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
1222,2026-07-19 09:37:03.48011,2026-07-19T09:37:03.480110+00:00,BNBUSDT,e17aa2af-3bd6-4d2f-a356-9e6596d2048e,50.40,LONG,trend_following,london,59.50,67.25,62.50,APPROVED,48.74,-1.66,0.50,f,f,0.00,f,,f,,f,REDUCED,50.40,0.50,85.16,f,"{""kelly"": {""mult"": 0.5, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 85.16, ""outlier"": 100.0, ""freshness"": 62.91, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",6.60,t,2026-07-19 11:31:59.090753
1224,2026-07-19 09:47:27.753501,2026-07-19T09:47:27.753501+00:00,BNBUSDT,2323bc36-f28a-486a-8db9-8e9f4b8bd5bc,50.40,LONG,trend_following,london,59.50,67.25,62.50,APPROVED,48.74,-1.66,0.50,f,f,0.00,f,,f,,f,REDUCED,50.40,0.50,78.21,f,"{""kelly"": {""mult"": 0.5, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 78.21, ""outlier"": 100.0, ""freshness"": 45.54, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
1225,2026-07-19 09:52:40.887701,2026-07-19T09:52:40.887701+00:00,BNBUSDT,d49c29ec-6800-4e5b-88b4-1b9362831821,50.40,LONG,trend_following,london,59.50,67.25,62.50,APPROVED,48.74,-1.66,0.50,f,f,0.00,f,,f,,f,REDUCED,50.40,0.50,74.74,f,"{""kelly"": {""mult"": 0.5, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 74.74, ""outlier"": 100.0, ""freshness"": 36.84, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
1226,2026-07-19 09:57:53.94936,2026-07-19T09:57:53.949360+00:00,BNBUSDT,f481ef7a-2089-4162-a902-b7c4eecada0a,50.40,LONG,trend_following,london,59.50,67.25,62.50,APPROVED,48.74,-1.66,0.50,f,f,0.00,f,,f,,f,REDUCED,50.40,0.50,71.31,f,"{""kelly"": {""mult"": 0.5, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 71.31, ""outlier"": 100.0, ""freshness"": 28.27, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
1227,2026-07-19 11:16:26.014468,2026-07-19T11:16:26.014468+00:00,SOLUSDT,80d54d02-2799-4691-b3f9-b5446e756bdb,62.08,LONG,mean_reversion,london,23.50,60.00,95.00,APPROVED,43.43,-18.65,0.50,f,f,0.00,f,,f,,f,REDUCED,62.08,0.50,88.95,f,"{""kelly"": {""mult"": 0.5, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 88.95, ""outlier"": 100.0, ""freshness"": 72.38, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
1228,2026-07-19 11:21:34.635824,2026-07-19T11:21:34.635824+00:00,BTCUSDT,74da1592-3663-4de3-b523-d9fdfc663fd2,50.91,SHORT,mean_reversion,london,13.00,80.50,95.00,APPROVED,32.49,-18.42,0.25,f,f,0.00,f,,f,,f,REDUCED,50.91,0.25,85.48,f,"{""kelly"": {""mult"": 0.25, ""vetoed"": false}, ""crowding"": {""detail"": {""cluster_size"": 0}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 85.48, ""outlier"": 100.0, ""freshness"": 63.7, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
1229,2026-07-19 11:21:34.635824,2026-07-19T11:21:34.635824+00:00,SOLUSDT,dd23d60e-19aa-4cf8-b7f9-6453cd747567,62.08,LONG,mean_reversion,london,23.50,60.00,95.00,APPROVED,43.43,-18.65,0.50,f,f,0.00,f,,f,,f,REDUCED,62.08,0.50,85.48,f,"{""kelly"": {""mult"": 0.5, ""vetoed"": false}, ""crowding"": {""detail"": {""cluster_size"": 0}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 85.48, ""outlier"": 100.0, ""freshness"": 63.7, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
1221,2026-07-19 09:31:50.743282,2026-07-19T09:31:50.743282+00:00,BNBUSDT,f574a4ed-5e77-478c-8ba5-9b350f03a84c,50.40,LONG,trend_following,london,59.50,67.25,62.50,APPROVED,48.74,-1.66,0.50,f,f,0.00,f,,f,,f,REDUCED,50.40,0.50,88.65,f,"{""kelly"": {""mult"": 0.5, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 88.65, ""outlier"": 100.0, ""freshness"": 71.63, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",6.60,t,2026-07-19 11:26:49.827928
1230,2026-07-19 11:26:47.07926,2026-07-19T11:26:47.079260+00:00,BTCUSDT,322a77ff-4497-4cca-96bc-5d98a411f90e,50.91,SHORT,mean_reversion,london,13.00,80.50,95.00,APPROVED,32.49,-18.42,0.25,f,f,0.00,f,,f,,f,REDUCED,50.91,0.25,82.06,f,"{""kelly"": {""mult"": 0.25, ""vetoed"": false}, ""crowding"": {""detail"": {""cluster_size"": 0}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 82.06, ""outlier"": 100.0, ""freshness"": 55.15, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
1231,2026-07-19 11:26:47.07926,2026-07-19T11:26:47.079260+00:00,SOLUSDT,149ae5e9-2012-4cbf-93ff-e54dfd820eae,62.08,LONG,mean_reversion,london,23.50,60.00,95.00,APPROVED,43.43,-18.65,0.50,f,f,0.00,f,,f,,f,REDUCED,62.08,0.50,82.06,f,"{""kelly"": {""mult"": 0.5, ""vetoed"": false}, ""crowding"": {""detail"": {""cluster_size"": 0}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 82.06, ""outlier"": 100.0, ""freshness"": 55.15, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
1232,2026-07-19 11:31:54.6668,2026-07-19T11:31:54.666800+00:00,BTCUSDT,b2b0879d-84ba-46ed-b870-55e6b9a97b88,50.91,SHORT,mean_reversion,london,13.00,80.50,95.00,APPROVED,32.49,-18.42,0.25,f,f,0.00,f,,f,,f,REDUCED,50.91,0.25,78.58,f,"{""kelly"": {""mult"": 0.25, ""vetoed"": false}, ""crowding"": {""detail"": {""cluster_size"": 0}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 78.58, ""outlier"": 100.0, ""freshness"": 46.44, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
1233,2026-07-19 11:31:54.6668,2026-07-19T11:31:54.666800+00:00,SOLUSDT,f9048904-8ce9-41ba-8f7f-b069c54e120e,62.08,LONG,mean_reversion,london,23.50,60.00,95.00,APPROVED,43.43,-18.65,0.50,f,f,0.00,f,,f,,f,REDUCED,62.08,0.50,78.58,f,"{""kelly"": {""mult"": 0.5, ""vetoed"": false}, ""crowding"": {""detail"": {""cluster_size"": 0}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 78.58, ""outlier"": 100.0, ""freshness"": 46.44, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
1223,2026-07-19 09:42:15.732542,2026-07-19T09:42:15.732542+00:00,BNBUSDT,25943174-41a4-4c5f-81f9-d6958643c76d,50.40,LONG,trend_following,london,59.50,67.25,62.50,APPROVED,48.74,-1.66,0.50,f,f,0.00,f,,f,,f,REDUCED,50.40,0.50,81.70,f,"{""kelly"": {""mult"": 0.5, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 81.7, ""outlier"": 100.0, ""freshness"": 54.24, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",6.60,t,2026-07-19 11:37:10.869679
1234,2026-07-19 11:37:08.573363,2026-07-19T11:37:08.573363+00:00,BTCUSDT,828e8c14-164a-4ed4-bbd1-18bfb09ce249,50.91,SHORT,mean_reversion,london,13.00,80.50,95.00,APPROVED,32.49,-18.42,0.25,f,f,0.00,f,,f,,f,REDUCED,50.91,0.25,75.16,f,"{""kelly"": {""mult"": 0.25, ""vetoed"": false}, ""crowding"": {""detail"": {""cluster_size"": 0}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 75.16, ""outlier"": 100.0, ""freshness"": 37.91, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
1235,2026-07-19 11:37:08.573363,2026-07-19T11:37:08.573363+00:00,SOLUSDT,c5533f8a-a111-43bd-b436-e81b9071b678,62.08,LONG,mean_reversion,london,23.50,60.00,95.00,APPROVED,43.43,-18.65,0.50,f,f,0.00,f,,f,,f,REDUCED,62.08,0.50,75.16,f,"{""kelly"": {""mult"": 0.5, ""vetoed"": false}, ""crowding"": {""detail"": {""cluster_size"": 0}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 75.16, ""outlier"": 100.0, ""freshness"": 37.91, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
1236,2026-07-19 11:42:15.459618,2026-07-19T11:42:15.459618+00:00,BTCUSDT,9d004ca2-0deb-4357-b4a7-ddcb36f0a39e,50.91,SHORT,mean_reversion,london,13.00,80.50,95.00,APPROVED,32.49,-18.42,0.25,f,f,0.00,f,,f,,f,REDUCED,50.91,0.25,71.69,f,"{""kelly"": {""mult"": 0.25, ""vetoed"": false}, ""crowding"": {""detail"": {""cluster_size"": 0}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 71.69, ""outlier"": 100.0, ""freshness"": 29.22, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
1237,2026-07-19 11:42:15.459618,2026-07-19T11:42:15.459618+00:00,SOLUSDT,dc8a1f64-aeea-4707-9589-e4a100f8b444,62.08,LONG,mean_reversion,london,23.50,60.00,95.00,APPROVED,43.43,-18.65,0.50,f,f,0.00,f,,f,,f,REDUCED,62.08,0.50,71.69,f,"{""kelly"": {""mult"": 0.5, ""vetoed"": false}, ""crowding"": {""detail"": {""cluster_size"": 0}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 71.69, ""outlier"": 100.0, ""freshness"": 29.22, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
1238,2026-07-19 12:49:19.398133,2026-07-19T12:49:19.398133+00:00,BTCUSDT,d5209046-c7db-4812-9f1c-805f498abaf2,57.18,SHORT,trend_following,overlap,23.50,84.50,80.00,APPROVED,38.78,-18.40,0.80,f,f,0.00,f,,f,,f,REDUCED,57.18,0.80,87.04,f,"{""kelly"": {""mult"": 0.8, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 87.04, ""outlier"": 100.0, ""freshness"": 67.61, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
1239,2026-07-19 12:54:26.339282,2026-07-19T12:54:26.339282+00:00,BTCUSDT,b9a0e5b1-d8cc-4da9-82c9-27329aa26140,57.18,SHORT,trend_following,overlap,23.50,84.50,80.00,APPROVED,38.78,-18.40,0.80,f,f,0.00,f,,f,,f,REDUCED,57.18,0.80,83.64,f,"{""kelly"": {""mult"": 0.8, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 83.64, ""outlier"": 100.0, ""freshness"": 59.09, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
1240,2026-07-19 12:59:32.952473,2026-07-19T12:59:32.952473+00:00,BTCUSDT,b3296057-c9fc-4bc3-8c34-1d8b78839371,57.18,SHORT,trend_following,overlap,23.50,84.50,80.00,APPROVED,38.78,-18.40,0.80,f,f,0.00,f,,f,,f,REDUCED,57.18,0.80,80.18,f,"{""kelly"": {""mult"": 0.8, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 80.18, ""outlier"": 100.0, ""freshness"": 50.44, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
1241,2026-07-19 13:04:44.396118,2026-07-19T13:04:44.396118+00:00,BTCUSDT,5fc26896-6042-46af-af36-64012b862c76,57.18,SHORT,trend_following,overlap,23.50,84.50,80.00,APPROVED,38.78,-18.40,0.80,f,f,0.00,f,,f,,f,REDUCED,57.18,0.80,76.70,f,"{""kelly"": {""mult"": 0.8, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 76.7, ""outlier"": 100.0, ""freshness"": 41.76, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",-4.10,f,2026-07-20 11:28:26.600069
